sub_region_1,date,transit_stations_percent_change_from_baseline
Satakunta,2020-12-25,-55.0
Satakunta,2020-12-26,-15.0
Satakunta,2020-12-27,-28.0
Satakunta,2020-12-28,-10.0
Satakunta,2020-12-29,-13.0
Satakunta,2020-12-30,-10.0
Satakunta,2020-12-31,-11.0
Satakunta,2020-02-15,-16.0
Satakunta,2020-02-16,-29.0
Satakunta,2020-02-17,-31.0
Satakunta,2020-02-18,-32.0
Satakunta,2020-02-19,-36.0
Satakunta,2020-02-20,-35.0
Satakunta,2020-02-21,-29.0
Satakunta,2020-02-22,-23.0
Satakunta,2020-02-23,-4.0
Satakunta,2020-02-24,-24.0
Satakunta,2020-02-25,-23.0
Satakunta,2020-02-26,-17.0
Satakunta,2020-02-27,-24.0
Satakunta,2020-02-28,-10.0
Satakunta,2020-02-29,-2.0
Satakunta,2020-03-01,-20.0
Satakunta,2020-03-02,-21.0
Satakunta,2020-03-03,-11.0
Satakunta,2020-03-04,-16.0
Satakunta,2020-03-05,-18.0
Satakunta,2020-03-06,-7.0
Satakunta,2020-03-07,13.0
Satakunta,2020-03-09,-11.0
Satakunta,2020-03-10,-22.0
Satakunta,2020-03-11,-24.0
Satakunta,2020-03-12,-22.0
Satakunta,2020-03-13,-25.0
Satakunta,2020-03-14,-10.0
Satakunta,2020-03-15,-20.0
Satakunta,2020-03-16,-16.0
Satakunta,2020-03-17,-33.0
Satakunta,2020-03-18,-36.0
Satakunta,2020-03-19,-35.0
Satakunta,2020-03-20,-33.0
Satakunta,2020-03-21,-11.0
Satakunta,2020-03-22,-16.0
Satakunta,2020-03-23,-35.0
Satakunta,2020-03-24,-33.0
Satakunta,2020-03-25,-35.0
Satakunta,2020-03-26,-35.0
Satakunta,2020-03-27,-29.0
Satakunta,2020-03-28,-17.0
Satakunta,2020-03-29,-24.0
Satakunta,2020-03-30,-34.0
Satakunta,2020-03-31,-40.0
Satakunta,2020-04-01,-32.0
Satakunta,2020-04-02,-41.0
Satakunta,2020-04-03,-41.0
Satakunta,2020-04-04,-28.0
Satakunta,2020-04-05,-12.0
Satakunta,2020-04-06,-29.0
Satakunta,2020-04-07,-35.0
Satakunta,2020-04-08,-28.0
Satakunta,2020-04-09,-26.0
Satakunta,2020-04-10,-49.0
Satakunta,2020-04-11,-15.0
Satakunta,2020-04-12,-35.0
Satakunta,2020-04-13,-52.0
Satakunta,2020-04-14,-47.0
Satakunta,2020-04-15,-34.0
Satakunta,2020-04-16,-39.0
Satakunta,2020-04-17,-33.0
Satakunta,2020-04-18,-13.0
Satakunta,2020-04-19,-18.0
Satakunta,2020-04-20,-28.0
Satakunta,2020-04-21,-17.0
Satakunta,2020-04-22,-29.0
Satakunta,2020-04-23,-30.0
Satakunta,2020-04-24,-26.0
Satakunta,2020-04-25,-16.0
Satakunta,2020-04-26,-11.0
Satakunta,2020-04-27,-23.0
Satakunta,2020-04-28,-34.0
Satakunta,2020-04-29,-25.0
Satakunta,2020-04-30,-29.0
Satakunta,2020-05-01,-50.0
Satakunta,2020-05-02,-14.0
Satakunta,2020-05-03,-8.0
Satakunta,2020-05-04,-25.0
Satakunta,2020-05-05,-32.0
Satakunta,2020-05-06,-25.0
Satakunta,2020-05-07,-34.0
Satakunta,2020-05-08,-27.0
Satakunta,2020-05-09,3.0
Satakunta,2020-05-10,-14.0
Satakunta,2020-05-11,-30.0
Satakunta,2020-05-12,-30.0
Satakunta,2020-05-13,-30.0
Satakunta,2020-05-14,-12.0
Satakunta,2020-05-15,-25.0
Satakunta,2020-05-16,-14.0
Satakunta,2020-05-17,-12.0
Satakunta,2020-05-18,-9.0
Satakunta,2020-05-19,-17.0
Satakunta,2020-05-20,0.0
Satakunta,2020-05-21,-19.0
Satakunta,2020-05-22,-5.0
Satakunta,2020-05-23,27.0
Satakunta,2020-05-24,-1.0
Satakunta,2020-05-25,-6.0
Satakunta,2020-05-26,0.0
Satakunta,2020-05-27,3.0
Satakunta,2020-05-28,-8.0
Satakunta,2020-05-29,-5.0
Satakunta,2020-06-01,15.0
Satakunta,2020-06-02,-1.0
Satakunta,2020-06-03,7.0
Satakunta,2020-06-04,5.0
Satakunta,2020-06-05,-2.0
Satakunta,2020-06-06,0.0
Satakunta,2020-06-08,3.0
Satakunta,2020-06-09,4.0
Satakunta,2020-06-10,16.0
Satakunta,2020-06-11,12.0
Satakunta,2020-06-12,5.0
Satakunta,2020-06-15,25.0
Satakunta,2020-06-16,3.0
Satakunta,2020-06-17,2.0
Satakunta,2020-06-18,5.0
Satakunta,2020-06-19,2.0
Satakunta,2020-06-20,17.0
Satakunta,2020-06-22,12.0
Satakunta,2020-06-23,10.0
Satakunta,2020-06-24,6.0
Satakunta,2020-06-25,5.0
Satakunta,2020-06-26,1.0
Satakunta,2020-06-29,-14.0
Satakunta,2020-06-30,-10.0
Satakunta,2020-07-01,-14.0
Satakunta,2020-07-02,-13.0
Satakunta,2020-07-03,-12.0
Satakunta,2020-07-04,6.0
Satakunta,2020-07-06,-9.0
Satakunta,2020-07-07,-15.0
Satakunta,2020-07-08,-16.0
Satakunta,2020-07-09,-18.0
Satakunta,2020-07-10,-14.0
Satakunta,2020-07-11,21.0
Satakunta,2020-07-13,-4.0
Satakunta,2020-07-14,-10.0
Satakunta,2020-07-15,-22.0
Satakunta,2020-07-16,-15.0
Satakunta,2020-07-17,-28.0
Satakunta,2020-07-18,3.0
Satakunta,2020-07-20,-22.0
Satakunta,2020-07-21,-30.0
Satakunta,2020-07-22,-20.0
Satakunta,2020-07-23,-31.0
Satakunta,2020-07-24,-53.0
Satakunta,2020-07-25,-15.0
Satakunta,2020-07-26,-22.0
Satakunta,2020-07-27,-38.0
Satakunta,2020-07-28,-34.0
Satakunta,2020-07-29,-45.0
Satakunta,2020-07-30,-41.0
Satakunta,2020-07-31,-37.0
Satakunta,2020-08-01,-27.0
Satakunta,2020-08-02,-30.0
Satakunta,2020-08-03,-37.0
Satakunta,2020-08-04,-34.0
Satakunta,2020-08-05,-35.0
Satakunta,2020-08-06,-35.0
Satakunta,2020-08-07,-29.0
Satakunta,2020-08-08,-19.0
Satakunta,2020-08-09,-30.0
Satakunta,2020-08-10,-37.0
Satakunta,2020-08-11,-44.0
Satakunta,2020-08-12,-33.0
Satakunta,2020-08-13,-32.0
Satakunta,2020-08-14,-27.0
Satakunta,2020-08-15,-5.0
Satakunta,2020-08-16,-13.0
Satakunta,2020-09-11,6.0
Satakunta,2020-09-12,14.0
Satakunta,2020-09-14,9.0
Satakunta,2020-09-15,4.0
Satakunta,2020-09-16,-12.0
Satakunta,2020-09-17,-18.0
Satakunta,2020-09-18,-1.0
Satakunta,2020-09-19,19.0
Satakunta,2020-09-21,-6.0
Satakunta,2020-09-22,-9.0
Satakunta,2020-09-23,-3.0
Satakunta,2020-09-24,-23.0
Satakunta,2020-09-25,-9.0
Satakunta,2020-09-26,30.0
Satakunta,2020-09-28,-4.0
Satakunta,2020-09-29,-14.0
Satakunta,2020-09-30,-8.0
Satakunta,2020-10-01,-13.0
Satakunta,2020-10-02,-15.0
Satakunta,2020-10-03,30.0
Satakunta,2020-10-05,-8.0
Satakunta,2020-10-06,-18.0
Satakunta,2020-10-07,-3.0
Satakunta,2020-10-08,-27.0
Satakunta,2020-10-09,-32.0
Satakunta,2020-10-10,11.0
Satakunta,2020-10-12,-20.0
Satakunta,2020-10-13,-14.0
Satakunta,2020-10-14,-11.0
Satakunta,2020-10-15,-21.0
Satakunta,2020-10-16,-23.0
Satakunta,2020-10-17,-11.0
Satakunta,2020-10-18,-15.0
Satakunta,2020-10-19,-29.0
Satakunta,2020-10-20,-28.0
Satakunta,2020-10-21,-43.0
Satakunta,2020-10-22,-48.0
Satakunta,2020-10-23,-48.0
Satakunta,2020-10-24,-18.0
Satakunta,2020-10-25,-21.0
Satakunta,2020-10-26,-32.0
Satakunta,2020-10-27,-27.0
Satakunta,2020-10-28,-20.0
Satakunta,2020-10-29,-33.0
Satakunta,2020-10-30,-33.0
Satakunta,2020-10-31,-24.0
Satakunta,2020-11-01,-14.0
Satakunta,2020-11-02,-36.0
Satakunta,2020-11-03,-27.0
Satakunta,2020-11-04,-28.0
Satakunta,2020-11-05,-37.0
Satakunta,2020-11-06,-33.0
Satakunta,2020-11-07,-33.0
Satakunta,2020-11-08,-12.0
Satakunta,2020-11-09,-32.0
Satakunta,2020-11-10,-30.0
Satakunta,2020-11-11,-34.0
Satakunta,2020-11-12,-37.0
Satakunta,2020-11-13,-35.0
Satakunta,2020-11-14,-25.0
Satakunta,2020-11-15,-26.0
Satakunta,2020-11-16,-32.0
Satakunta,2020-11-17,-35.0
Satakunta,2020-11-18,-34.0
Satakunta,2020-11-19,-37.0
Satakunta,2020-11-20,-32.0
Satakunta,2020-11-21,-28.0
Satakunta,2020-11-22,-23.0
Satakunta,2020-11-23,-35.0
Satakunta,2020-11-24,-34.0
Satakunta,2020-11-25,-30.0
Satakunta,2020-11-26,-38.0
Satakunta,2020-11-27,-36.0
Satakunta,2020-11-28,-27.0
Satakunta,2020-11-29,-20.0
Satakunta,2020-11-30,-33.0
Satakunta,2020-12-01,-39.0
Satakunta,2020-12-02,-34.0
Satakunta,2020-12-03,-38.0
Satakunta,2020-12-04,-39.0
Satakunta,2020-12-05,-26.0
Satakunta,2020-12-06,-28.0
Satakunta,2020-12-07,-26.0
Satakunta,2020-12-08,-32.0
Satakunta,2020-12-09,-37.0
Satakunta,2020-12-10,-36.0
Satakunta,2020-12-11,-43.0
Satakunta,2020-12-12,-21.0
Satakunta,2020-12-13,-31.0
Satakunta,2020-12-14,-30.0
Satakunta,2020-12-15,-31.0
Satakunta,2020-12-16,-36.0
Satakunta,2020-12-17,-39.0
Satakunta,2020-12-18,-42.0
Satakunta,2020-12-19,-35.0
Satakunta,2020-12-20,-36.0
Satakunta,2020-12-21,-32.0
Satakunta,2020-12-22,-26.0
Satakunta,2020-12-23,-25.0
Satakunta,2020-12-24,-23.0
Satakunta,2020-12-25,-44.0
Satakunta,2020-12-26,-20.0
Satakunta,2020-12-27,-37.0
Satakunta,2020-12-28,-41.0
Satakunta,2020-12-29,-49.0
Satakunta,2020-12-30,-36.0
Satakunta,2020-12-31,-44.0
South Karelia,2020-02-15,7.0
South Karelia,2020-02-16,-3.0
South Karelia,2020-02-17,4.0
South Karelia,2020-02-18,3.0
South Karelia,2020-02-19,6.0
South Karelia,2020-02-20,7.0
South Karelia,2020-02-21,3.0
South Karelia,2020-02-22,0.0
South Karelia,2020-02-23,7.0
South Karelia,2020-02-24,-4.0
South Karelia,2020-02-25,3.0
South Karelia,2020-02-26,4.0
South Karelia,2020-02-27,-1.0
South Karelia,2020-02-28,-8.0
South Karelia,2020-02-29,-1.0
South Karelia,2020-03-01,0.0
South Karelia,2020-03-02,6.0
South Karelia,2020-03-03,-4.0
South Karelia,2020-03-04,-4.0
South Karelia,2020-03-05,-5.0
South Karelia,2020-03-06,-4.0
South Karelia,2020-03-07,4.0
South Karelia,2020-03-08,7.0
South Karelia,2020-03-09,-8.0
South Karelia,2020-03-10,-11.0
South Karelia,2020-03-11,-9.0
South Karelia,2020-03-12,-8.0
South Karelia,2020-03-13,-17.0
South Karelia,2020-03-14,-38.0
South Karelia,2020-03-15,-26.0
South Karelia,2020-03-16,-24.0
South Karelia,2020-03-17,-38.0
South Karelia,2020-03-18,-44.0
South Karelia,2020-03-19,-47.0
South Karelia,2020-03-20,-50.0
South Karelia,2020-03-21,-55.0
South Karelia,2020-03-22,-52.0
South Karelia,2020-03-23,-49.0
South Karelia,2020-03-24,-46.0
South Karelia,2020-03-25,-52.0
South Karelia,2020-03-26,-52.0
South Karelia,2020-03-27,-57.0
South Karelia,2020-03-28,-61.0
South Karelia,2020-03-29,-64.0
South Karelia,2020-03-30,-56.0
South Karelia,2020-03-31,-53.0
South Karelia,2020-04-01,-57.0
South Karelia,2020-04-02,-60.0
South Karelia,2020-04-03,-66.0
South Karelia,2020-04-04,-65.0
South Karelia,2020-04-05,-66.0
South Karelia,2020-04-06,-57.0
South Karelia,2020-04-07,-51.0
South Karelia,2020-04-08,-57.0
South Karelia,2020-04-09,-49.0
South Karelia,2020-04-10,-70.0
South Karelia,2020-04-11,-61.0
South Karelia,2020-04-12,-70.0
South Karelia,2020-04-13,-67.0
South Karelia,2020-04-14,-53.0
South Karelia,2020-04-15,-57.0
South Karelia,2020-04-16,-56.0
South Karelia,2020-04-17,-61.0
South Karelia,2020-04-18,-60.0
South Karelia,2020-04-19,-58.0
South Karelia,2020-04-20,-45.0
South Karelia,2020-04-21,-40.0
South Karelia,2020-04-22,-47.0
South Karelia,2020-04-23,-53.0
South Karelia,2020-04-24,-54.0
South Karelia,2020-04-25,-53.0
South Karelia,2020-04-26,-54.0
South Karelia,2020-04-27,-48.0
South Karelia,2020-04-28,-43.0
South Karelia,2020-04-29,-46.0
South Karelia,2020-04-30,-39.0
South Karelia,2020-05-01,-65.0
South Karelia,2020-05-02,-48.0
South Karelia,2020-05-03,-50.0
South Karelia,2020-05-04,-41.0
South Karelia,2020-05-05,-37.0
South Karelia,2020-05-06,-40.0
South Karelia,2020-05-07,-43.0
South Karelia,2020-05-08,-43.0
South Karelia,2020-05-09,-42.0
South Karelia,2020-05-10,-37.0
South Karelia,2020-05-11,-46.0
South Karelia,2020-05-12,-33.0
South Karelia,2020-05-13,-39.0
South Karelia,2020-05-14,-40.0
South Karelia,2020-05-15,-53.0
South Karelia,2020-05-16,-64.0
South Karelia,2020-05-17,-51.0
South Karelia,2020-05-18,-43.0
South Karelia,2020-05-19,-43.0
South Karelia,2020-05-20,-38.0
South Karelia,2020-05-21,-54.0
South Karelia,2020-05-22,-49.0
South Karelia,2020-05-23,-47.0
South Karelia,2020-05-24,-35.0
South Karelia,2020-05-25,-44.0
South Karelia,2020-05-26,-34.0
South Karelia,2020-05-27,-47.0
South Karelia,2020-05-28,-41.0
South Karelia,2020-05-29,-46.0
South Karelia,2020-05-30,-41.0
South Karelia,2020-05-31,-37.0
South Karelia,2020-06-01,-32.0
South Karelia,2020-06-02,-27.0
South Karelia,2020-06-03,-33.0
South Karelia,2020-06-04,-39.0
South Karelia,2020-06-05,-41.0
South Karelia,2020-06-06,-41.0
South Karelia,2020-06-07,-32.0
South Karelia,2020-06-08,-33.0
South Karelia,2020-06-09,-28.0
South Karelia,2020-06-10,-35.0
South Karelia,2020-06-11,-30.0
South Karelia,2020-06-12,-31.0
South Karelia,2020-06-13,-28.0
South Karelia,2020-06-14,-27.0
South Karelia,2020-06-15,-24.0
South Karelia,2020-06-16,-17.0
South Karelia,2020-06-17,-19.0
South Karelia,2020-06-18,-1.0
South Karelia,2020-06-19,-44.0
South Karelia,2020-06-20,-28.0
South Karelia,2020-06-21,6.0
South Karelia,2020-06-22,-7.0
South Karelia,2020-06-23,-12.0
South Karelia,2020-06-24,-15.0
South Karelia,2020-06-25,-16.0
South Karelia,2020-06-26,-29.0
South Karelia,2020-06-27,-16.0
South Karelia,2020-06-28,-19.0
South Karelia,2020-06-29,-12.0
South Karelia,2020-06-30,-23.0
South Karelia,2020-07-01,-19.0
South Karelia,2020-07-02,-27.0
South Karelia,2020-07-03,-24.0
South Karelia,2020-07-04,-27.0
South Karelia,2020-07-05,-25.0
South Karelia,2020-07-06,-16.0
South Karelia,2020-07-07,-16.0
South Karelia,2020-07-08,-14.0
South Karelia,2020-07-09,-16.0
South Karelia,2020-07-10,-23.0
South Karelia,2020-07-11,-19.0
South Karelia,2020-07-12,-8.0
South Karelia,2020-07-13,-17.0
South Karelia,2020-07-14,-13.0
South Karelia,2020-07-15,-5.0
South Karelia,2020-07-16,-12.0
South Karelia,2020-07-17,-14.0
South Karelia,2020-07-18,0.0
South Karelia,2020-07-19,7.0
South Karelia,2020-07-20,-1.0
South Karelia,2020-07-21,-4.0
South Karelia,2020-07-22,-5.0
South Karelia,2020-07-23,-20.0
South Karelia,2020-07-24,-61.0
South Karelia,2020-07-25,-58.0
South Karelia,2020-07-26,-35.0
South Karelia,2020-07-27,-61.0
South Karelia,2020-07-28,-59.0
South Karelia,2020-07-29,-59.0
South Karelia,2020-07-30,-54.0
South Karelia,2020-07-31,-55.0
South Karelia,2020-08-01,-43.0
South Karelia,2020-08-02,-55.0
South Karelia,2020-08-03,-56.0
South Karelia,2020-08-04,-58.0
South Karelia,2020-08-05,-49.0
South Karelia,2020-08-06,-55.0
South Karelia,2020-08-07,-47.0
South Karelia,2020-08-08,-46.0
South Karelia,2020-08-09,-47.0
South Karelia,2020-08-10,-47.0
South Karelia,2020-08-11,-49.0
South Karelia,2020-08-12,-49.0
South Karelia,2020-08-13,-48.0
South Karelia,2020-08-14,-45.0
South Karelia,2020-08-15,-48.0
South Karelia,2020-08-16,-48.0
South Karelia,2020-09-11,-47.0
South Karelia,2020-09-12,-59.0
South Karelia,2020-09-13,-51.0
South Karelia,2020-09-14,-44.0
South Karelia,2020-09-15,-45.0
South Karelia,2020-09-16,-53.0
South Karelia,2020-09-17,-53.0
South Karelia,2020-09-18,-46.0
South Karelia,2020-09-19,-59.0
South Karelia,2020-09-20,-48.0
South Karelia,2020-09-21,-51.0
South Karelia,2020-09-22,-48.0
South Karelia,2020-09-23,-51.0
South Karelia,2020-09-24,-56.0
South Karelia,2020-09-25,-46.0
South Karelia,2020-09-26,-52.0
South Karelia,2020-09-27,-48.0
South Karelia,2020-09-28,-53.0
South Karelia,2020-09-29,-47.0
South Karelia,2020-09-30,-54.0
South Karelia,2020-10-01,-53.0
South Karelia,2020-10-02,-45.0
South Karelia,2020-10-03,-59.0
South Karelia,2020-10-04,-52.0
South Karelia,2020-10-05,-45.0
South Karelia,2020-10-06,-50.0
South Karelia,2020-10-07,-53.0
South Karelia,2020-10-08,-54.0
South Karelia,2020-10-09,-53.0
South Karelia,2020-10-10,-57.0
South Karelia,2020-10-11,-55.0
South Karelia,2020-10-12,-47.0
South Karelia,2020-10-13,-51.0
South Karelia,2020-10-14,-49.0
South Karelia,2020-10-15,-52.0
South Karelia,2020-10-16,-52.0
South Karelia,2020-10-17,-58.0
South Karelia,2020-10-18,-51.0
South Karelia,2020-10-19,-58.0
South Karelia,2020-10-20,-55.0
South Karelia,2020-10-21,-61.0
South Karelia,2020-10-22,-62.0
South Karelia,2020-10-23,-59.0
South Karelia,2020-10-24,-64.0
South Karelia,2020-10-25,-49.0
South Karelia,2020-10-26,-53.0
South Karelia,2020-10-27,-52.0
South Karelia,2020-10-28,-56.0
South Karelia,2020-10-29,-51.0
South Karelia,2020-10-30,-51.0
South Karelia,2020-10-31,-61.0
South Karelia,2020-11-01,-59.0
South Karelia,2020-11-02,-47.0
South Karelia,2020-11-03,-53.0
South Karelia,2020-11-04,-59.0
South Karelia,2020-11-05,-57.0
South Karelia,2020-11-06,-54.0
South Karelia,2020-11-07,-64.0
South Karelia,2020-11-08,-53.0
South Karelia,2020-11-09,-54.0
South Karelia,2020-11-10,-51.0
South Karelia,2020-11-11,-55.0
South Karelia,2020-11-12,-57.0
South Karelia,2020-11-13,-55.0
South Karelia,2020-11-14,-61.0
South Karelia,2020-11-15,-57.0
South Karelia,2020-11-16,-55.0
South Karelia,2020-11-17,-54.0
South Karelia,2020-11-18,-54.0
South Karelia,2020-11-19,-57.0
South Karelia,2020-11-20,-53.0
South Karelia,2020-11-21,-65.0
South Karelia,2020-11-22,-57.0
South Karelia,2020-11-23,-56.0
South Karelia,2020-11-24,-50.0
South Karelia,2020-11-25,-56.0
South Karelia,2020-11-26,-55.0
South Karelia,2020-11-27,-56.0
South Karelia,2020-11-28,-63.0
South Karelia,2020-11-29,-61.0
South Karelia,2020-11-30,-52.0
South Karelia,2020-12-01,-51.0
South Karelia,2020-12-02,-60.0
South Karelia,2020-12-03,-62.0
South Karelia,2020-12-04,-61.0
South Karelia,2020-12-05,-66.0
South Karelia,2020-12-06,-69.0
South Karelia,2020-12-07,-52.0
South Karelia,2020-12-08,-56.0
South Karelia,2020-12-09,-63.0
South Karelia,2020-12-10,-63.0
South Karelia,2020-12-11,-63.0
South Karelia,2020-12-12,-70.0
South Karelia,2020-12-13,-61.0
South Karelia,2020-12-14,-59.0
South Karelia,2020-12-15,-57.0
South Karelia,2020-12-16,-60.0
South Karelia,2020-12-17,-59.0
South Karelia,2020-12-18,-60.0
South Karelia,2020-12-19,-66.0
South Karelia,2020-12-20,-68.0
South Karelia,2020-12-21,-56.0
South Karelia,2020-12-22,-53.0
South Karelia,2020-12-23,-53.0
South Karelia,2020-12-24,-81.0
South Karelia,2020-12-25,-81.0
South Karelia,2020-12-26,-62.0
South Karelia,2020-12-27,-58.0
South Karelia,2020-12-28,-61.0
South Karelia,2020-12-29,-60.0
South Karelia,2020-12-30,-61.0
South Karelia,2020-12-31,-65.0
South Karelia,2020-02-15,8.0
South Karelia,2020-02-16,-4.0
South Karelia,2020-02-17,23.0
South Karelia,2020-02-18,9.0
South Karelia,2020-02-19,14.0
South Karelia,2020-02-20,17.0
South Karelia,2020-02-21,2.0
